id,visitors
air_41bbf6e1d9814c4b_2017-05-17,4.621
air_41bbf6e1d9814c4b_2017-05-18,5.955
air_41bbf6e1d9814c4b_2017-05-19,5.896
air_41bbf6e1d9814c4b_2017-05-20,9.864
air_41bbf6e1d9814c4b_2017-05-21,0.000
air_41bbf6e1d9814c4b_2017-05-22,4.344
air_41bbf6e1d9814c4b_2017-05-23,7.866
air_41bbf6e1d9814c4b_2017-05-24,4.621
air_41bbf6e1d9814c4b_2017-05-25,5.955
air_41bbf6e1d9814c4b_2017-05-26,5.896
air_41bbf6e1d9814c4b_2017-05-27,9.864
air_41bbf6e1d9814c4b_2017-05-28,0.000
air_41bbf6e1d9814c4b_2017-05-29,4.344
air_41bbf6e1d9814c4b_2017-05-30,7.866
air_41bbf6e1d9814c4b_2017-05-31,4.621
air_421670f21da5ba31_2017-04-23,7.360
air_421670f21da5ba31_2017-04-24,10.769
air_421670f21da5ba31_2017-04-25,16.548
air_421670f21da5ba31_2017-04-26,17.188
air_421670f21da5ba31_2017-04-27,14.394
air_421670f21da5ba31_2017-04-28,19.971
air_421670f21da5ba31_2017-04-29,24.219
air_421670f21da5ba31_2017-04-30,7.360
air_421670f21da5ba31_2017-05-01,10.769
air_421670f21da5ba31_2017-05-02,16.548
air_421670f21da5ba31_2017-05-03,17.188
air_421670f21da5ba31_2017-05-04,14.394
air_421670f21da5ba31_2017-05-05,19.971
air_421670f21da5ba31_2017-05-06,24.219
air_421670f21da5ba31_2017-05-07,7.360
air_421670f21da5ba31_2017-05-08,10.769
air_421670f21da5ba31_2017-05-09,16.548
air_421670f21da5ba31_2017-05-10,17.188
air_421670f21da5ba31_2017-05-11,14.394
air_421670f21da5ba31_2017-05-12,19.971
air_421670f21da5ba31_2017-05-13,24.219
air_421670f21da5ba31_2017-05-14,7.360
air_421670f21da5ba31_2017-05-15,10.769
air_421670f21da5ba31_2017-05-16,16.548
air_421670f21da5ba31_2017-05-17,17.188
air_421670f21da5ba31_2017-05-18,14.394
air_421670f21da5ba31_2017-05-19,19.971
air_421670f21da5ba31_2017-05-20,24.219
air_421670f21da5ba31_2017-05-21,7.360
air_421670f21da5ba31_2017-05-22,10.769
air_421670f21da5ba31_2017-05-23,16.548
air_421670f21da5ba31_2017-05-24,17.188
air_421670f21da5ba31_2017-05-25,14.394
air_421670f21da5ba31_2017-05-26,19.971
air_421670f21da5ba31_2017-05-27,24.219
air_421670f21da5ba31_2017-05-28,7.360
air_421670f21da5ba31_2017-05-29,10.769
air_421670f21da5ba31_2017-05-30,16.548
air_421670f21da5ba31_2017-05-31,17.188
air_4254c3fc3ad078bd_2017-04-23,11.025
air_4254c3fc3ad078bd_2017-04-24,4.400
air_4254c3fc3ad078bd_2017-04-25,8.421
air_4254c3fc3ad078bd_2017-04-26,8.119
air_4254c3fc3ad078bd_2017-04-27,8.595
air_4254c3fc3ad078bd_2017-04-28,10.070
air_4254c3fc3ad078bd_2017-04-29,14.233
air_4254c3fc3ad078bd_2017-04-30,11.025
air_4254c3fc3ad078bd_2017-05-01,4.400
air_4254c3fc3ad078bd_2017-05-02,8.421
air_4254c3fc3ad078bd_2017-05-03,8.119
air_4254c3fc3ad078bd_2017-05-04,8.595
air_4254c3fc3ad078bd_2017-05-05,10.070
air_4254c3fc3ad078bd_2017-05-06,14.233
air_4254c3fc3ad078bd_2017-05-07,11.025
air_4254c3fc3ad078bd_2017-05-08,4.400
air_4254c3fc3ad078bd_2017-05-09,8.421
air_4254c3fc3ad078bd_2017-05-10,8.119
air_4254c3fc3ad078bd_2017-05-11,8.595
air_4254c3fc3ad078bd_2017-05-12,10.070
air_4254c3fc3ad078bd_2017-05-13,14.233
air_4254c3fc3ad078bd_2017-05-14,11.025
air_4254c3fc3ad078bd_2017-05-15,4.400
air_4254c3fc3ad078bd_2017-05-16,8.421
air_4254c3fc3ad078bd_2017-05-17,8.119
air_4254c3fc3ad078bd_2017-05-18,8.595
air_4254c3fc3ad078bd_2017-05-19,10.070
air_4254c3fc3ad078bd_2017-05-20,14.233
air_4254c3fc3ad078bd_2017-05-21,11.025
air_4254c3fc3ad078bd_2017-05-22,4.400
air_4254c3fc3ad078bd_2017-05-23,8.421
air_4254c3fc3ad078bd_2017-05-24,8.119
air_4254c3fc3ad078bd_2017-05-25,8.595
air_4254c3fc3ad078bd_2017-05-26,10.070
air_4254c3fc3ad078bd_2017-05-27,14.233
air_4254c3fc3ad078bd_2017-05-28,11.025
air_4254c3fc3ad078bd_2017-05-29,4.400
air_4254c3fc3ad078bd_2017-05-30,8.421
air_4254c3fc3ad078bd_2017-05-31,8.119
air_42c9aa6d617c5057_2017-04-23,53.524
air_42c9aa6d617c5057_2017-04-24,39.528
air_42c9aa6d617c5057_2017-04-25,61.000
air_42c9aa6d617c5057_2017-04-26,38.184
air_42c9aa6d617c5057_2017-04-27,39.293
air_42c9aa6d617c5057_2017-04-28,41.884
air_42c9aa6d617c5057_2017-04-29,54.674
air_42c9aa6d617c5057_2017-04-30,53.524
air_42c9aa6d617c5057_2017-05-01,39.528
air_42c9aa6d617c5057_2017-05-02,61.000
air_42c9aa6d617c5057_2017-05-03,38.184
air_42c9aa6d617c5057_2017-05-04,39.293
air_42c9aa6d617c5057_2017-05-05,41.884
air_42c9aa6d617c5057_2017-05-06,54.674
air_42c9aa6d617c5057_2017-05-07,53.524
air_42c9aa6d617c5057_2017-05-08,39.528
air_42c9aa6d617c5057_2017-05-09,61.000
air_42c9aa6d617c5057_2017-05-10,38.184
air_42c9aa6d617c5057_2017-05-11,39.293
air_42c9aa6d617c5057_2017-05-12,41.884
air_42c9aa6d617c5057_2017-05-13,54.674
air_42c9aa6d617c5057_2017-05-14,53.524
air_42c9aa6d617c5057_2017-05-15,39.528
air_42c9aa6d617c5057_2017-05-16,61.000
air_42c9aa6d617c5057_2017-05-17,38.184
air_42c9aa6d617c5057_2017-05-18,39.293
air_42c9aa6d617c5057_2017-05-19,41.884
air_42c9aa6d617c5057_2017-05-20,54.674
air_42c9aa6d617c5057_2017-05-21,53.524
air_42c9aa6d617c5057_2017-05-22,39.528
air_42c9aa6d617c5057_2017-05-23,61.000
air_42c9aa6d617c5057_2017-05-24,38.184
air_42c9aa6d617c5057_2017-05-25,39.293
air_42c9aa6d617c5057_2017-05-26,41.884
air_42c9aa6d617c5057_2017-05-27,54.674
air_42c9aa6d617c5057_2017-05-28,53.524
air_42c9aa6d617c5057_2017-05-29,39.528
air_42c9aa6d617c5057_2017-05-30,61.000
air_42c9aa6d617c5057_2017-05-31,38.184
air_42d41eb58cad170e_2017-04-23,26.500
air_42d41eb58cad170e_2017-04-24,16.476
air_42d41eb58cad170e_2017-04-25,15.361
air_42d41eb58cad170e_2017-04-26,16.947
air_42d41eb58cad170e_2017-04-27,17.568
air_42d41eb58cad170e_2017-04-28,21.163
air_42d41eb58cad170e_2017-04-29,36.884
air_42d41eb58cad170e_2017-04-30,26.500
air_42d41eb58cad170e_2017-05-01,16.476
air_42d41eb58cad170e_2017-05-02,15.361
air_42d41eb58cad170e_2017-05-03,16.947
air_42d41eb58cad170e_2017-05-04,17.568
air_42d41eb58cad170e_2017-05-05,21.163
air_42d41eb58cad170e_2017-05-06,36.884
air_42d41eb58cad170e_2017-05-07,26.500
air_42d41eb58cad170e_2017-05-08,16.476
air_42d41eb58cad170e_2017-05-09,15.361
air_42d41eb58cad170e_2017-05-10,16.947
air_42d41eb58cad170e_2017-05-11,17.568
air_42d41eb58cad170e_2017-05-12,21.163
air_42d41eb58cad170e_2017-05-13,36.884
air_42d41eb58cad170e_2017-05-14,26.500
air_42d41eb58cad170e_2017-05-15,16.476
air_42d41eb58cad170e_2017-05-16,15.361
air_42d41eb58cad170e_2017-05-17,16.947
air_42d41eb58cad170e_2017-05-18,17.568
air_42d41eb58cad170e_2017-05-19,21.163
air_42d41eb58cad170e_2017-05-20,36.884
air_42d41eb58cad170e_2017-05-21,26.500
air_42d41eb58cad170e_2017-05-22,16.476
air_42d41eb58cad170e_2017-05-23,15.361
air_42d41eb58cad170e_2017-05-24,16.947
air_42d41eb58cad170e_2017-05-25,17.568
air_42d41eb58cad170e_2017-05-26,21.163
air_42d41eb58cad170e_2017-05-27,36.884
air_42d41eb58cad170e_2017-05-28,26.500
air_42d41eb58cad170e_2017-05-29,16.476
air_42d41eb58cad170e_2017-05-30,15.361
air_42d41eb58cad170e_2017-05-31,16.947
air_43b65e4b05bff2d3_2017-04-23,23.095
air_43b65e4b05bff2d3_2017-04-24,14.952
air_43b65e4b05bff2d3_2017-04-25,17.048
air_43b65e4b05bff2d3_2017-04-26,23.214
air_43b65e4b05bff2d3_2017-04-27,20.286
air_43b65e4b05bff2d3_2017-04-28,28.953
air_43b65e4b05bff2d3_2017-04-29,32.093
air_43b65e4b05bff2d3_2017-04-30,23.095
air_43b65e4b05bff2d3_2017-05-01,14.952
air_43b65e4b05bff2d3_2017-05-02,17.048
air_43b65e4b05bff2d3_2017-05-03,23.214
air_43b65e4b05bff2d3_2017-05-04,20.286
air_43b65e4b05bff2d3_2017-05-05,28.953
air_43b65e4b05bff2d3_2017-05-06,32.093
air_43b65e4b05bff2d3_2017-05-07,23.095
air_43b65e4b05bff2d3_2017-05-08,14.952
air_43b65e4b05bff2d3_2017-05-09,17.048
air_43b65e4b05bff2d3_2017-05-10,23.214
air_43b65e4b05bff2d3_2017-05-11,20.286
air_43b65e4b05bff2d3_2017-05-12,28.953
air_43b65e4b05bff2d3_2017-05-13,32.093
air_43b65e4b05bff2d3_2017-05-14,23.095
air_43b65e4b05bff2d3_2017-05-15,14.952
air_43b65e4b05bff2d3_2017-05-16,17.048
air_43b65e4b05bff2d3_2017-05-17,23.214
air_43b65e4b05bff2d3_2017-05-18,20.286
air_43b65e4b05bff2d3_2017-05-19,28.953
air_43b65e4b05bff2d3_2017-05-20,32.093
air_43b65e4b05bff2d3_2017-05-21,23.095
air_43b65e4b05bff2d3_2017-05-22,14.952
air_43b65e4b05bff2d3_2017-05-23,17.048
air_43b65e4b05bff2d3_2017-05-24,23.214
air_43b65e4b05bff2d3_2017-05-25,20.286
air_43b65e4b05bff2d3_2017-05-26,28.953
air_43b65e4b05bff2d3_2017-05-27,32.093
air_43b65e4b05bff2d3_2017-05-28,23.095
air_43b65e4b05bff2d3_2017-05-29,14.952
air_43b65e4b05bff2d3_2017-05-30,17.048
air_43b65e4b05bff2d3_2017-05-31,23.214
air_43d577e0c9460e64_2017-04-23,44.500
air_43d577e0c9460e64_2017-04-24,23.979
air_43d577e0c9460e64_2017-04-25,22.833
air_43d577e0c9460e64_2017-04-26,24.067
air_43d577e0c9460e64_2017-04-27,23.516
air_43d577e0c9460e64_2017-04-28,27.197
air_43d577e0c9460e64_2017-04-29,42.846
air_43d577e0c9460e64_2017-04-30,44.500
air_43d577e0c9460e64_2017-05-01,23.979
air_43d577e0c9460e64_2017-05-02,22.833
air_43d577e0c9460e64_2017-05-03,24.067
air_43d577e0c9460e64_2017-05-04,23.516
air_43d577e0c9460e64_2017-05-05,27.197
air_43d577e0c9460e64_2017-05-06,42.846
air_43d577e0c9460e64_2017-05-07,44.500
air_43d577e0c9460e64_2017-05-08,23.979
air_43d577e0c9460e64_2017-05-09,22.833
air_43d577e0c9460e64_2017-05-10,24.067
air_43d577e0c9460e64_2017-05-11,23.516
air_43d577e0c9460e64_2017-05-12,27.197
air_43d577e0c9460e64_2017-05-13,42.846
air_43d577e0c9460e64_2017-05-14,44.500
air_43d577e0c9460e64_2017-05-15,23.979
air_43d577e0c9460e64_2017-05-16,22.833
air_43d577e0c9460e64_2017-05-17,24.067
air_43d577e0c9460e64_2017-05-18,23.516
air_43d577e0c9460e64_2017-05-19,27.197
air_43d577e0c9460e64_2017-05-20,42.846
air_43d577e0c9460e64_2017-05-21,44.500
air_43d577e0c9460e64_2017-05-22,23.979
air_43d577e0c9460e64_2017-05-23,22.833
air_43d577e0c9460e64_2017-05-24,24.067
air_43d577e0c9460e64_2017-05-25,23.516
air_43d577e0c9460e64_2017-05-26,27.197
air_43d577e0c9460e64_2017-05-27,42.846
air_43d577e0c9460e64_2017-05-28,44.500
air_43d577e0c9460e64_2017-05-29,23.979
air_43d577e0c9460e64_2017-05-30,22.833
air_43d577e0c9460e64_2017-05-31,24.067
air_4433ab8e9999915f_2017-04-23,9.714
air_4433ab8e9999915f_2017-04-24,15.056
air_4433ab8e9999915f_2017-04-25,14.525
air_4433ab8e9999915f_2017-04-26,18.450
air_4433ab8e9999915f_2017-04-27,18.300
air_4433ab8e9999915f_2017-04-28,22.833
air_4433ab8e9999915f_2017-04-29,18.610
air_4433ab8e9999915f_2017-04-30,9.714
air_4433ab8e9999915f_2017-05-01,15.056
air_4433ab8e9999915f_2017-05-02,14.525
air_4433ab8e9999915f_2017-05-03,18.450
air_4433ab8e9999915f_2017-05-04,18.300
air_4433ab8e9999915f_2017-05-05,22.833
air_4433ab8e9999915f_2017-05-06,18.610
air_4433ab8e9999915f_2017-05-07,9.714
air_4433ab8e9999915f_2017-05-08,15.056
air_4433ab8e9999915f_2017-05-09,14.525
air_4433ab8e9999915f_2017-05-10,18.450
air_4433ab8e9999915f_2017-05-11,18.300
air_4433ab8e9999915f_2017-05-12,22.833
air_4433ab8e9999915f_2017-05-13,18.610
air_4433ab8e9999915f_2017-05-14,9.714
air_4433ab8e9999915f_2017-05-15,15.056
air_4433ab8e9999915f_2017-05-16,14.525
air_4433ab8e9999915f_2017-05-17,18.450
air_4433ab8e9999915f_2017-05-18,18.300
air_4433ab8e9999915f_2017-05-19,22.833
air_4433ab8e9999915f_2017-05-20,18.610
air_4433ab8e9999915f_2017-05-21,9.714
air_4433ab8e9999915f_2017-05-22,15.056
air_4433ab8e9999915f_2017-05-23,14.525
air_4433ab8e9999915f_2017-05-24,18.450
air_4433ab8e9999915f_2017-05-25,18.300
air_4433ab8e9999915f_2017-05-26,22.833
air_4433ab8e9999915f_2017-05-27,18.610
air_4433ab8e9999915f_2017-05-28,9.714
air_4433ab8e9999915f_2017-05-29,15.056
air_4433ab8e9999915f_2017-05-30,14.525
air_4433ab8e9999915f_2017-05-31,18.450
air_4481a87c1d7c9896_2017-04-23,22.805
air_4481a87c1d7c9896_2017-04-24,14.650
air_4481a87c1d7c9896_2017-04-25,15.463
air_4481a87c1d7c9896_2017-04-26,19.762
air_4481a87c1d7c9896_2017-04-27,17.381
air_4481a87c1d7c9896_2017-04-28,22.310
air_4481a87c1d7c9896_2017-04-29,26.048
air_4481a87c1d7c9896_2017-04-30,22.805
air_4481a87c1d7c9896_2017-05-01,14.650
air_4481a87c1d7c9896_2017-05-02,15.463
air_4481a87c1d7c9896_2017-05-03,19.762
air_4481a87c1d7c9896_2017-05-04,17.381
air_4481a87c1d7c9896_2017-05-05,22.310
air_4481a87c1d7c9896_2017-05-06,26.048
air_4481a87c1d7c9896_2017-05-07,22.805
air_4481a87c1d7c9896_2017-05-08,14.650
air_4481a87c1d7c9896_2017-05-09,15.463
air_4481a87c1d7c9896_2017-05-10,19.762
air_4481a87c1d7c9896_2017-05-11,17.381
air_4481a87c1d7c9896_2017-05-12,22.310
air_4481a87c1d7c9896_2017-05-13,26.048
air_4481a87c1d7c9896_2017-05-14,22.805
air_4481a87c1d7c9896_2017-05-15,14.650
air_4481a87c1d7c9896_2017-05-16,15.463
air_4481a87c1d7c9896_2017-05-17,19.762
air_4481a87c1d7c9896_2017-05-18,17.381
air_4481a87c1d7c9896_2017-05-19,22.310
air_4481a87c1d7c9896_2017-05-20,26.048
air_4481a87c1d7c9896_2017-05-21,22.805
air_4481a87c1d7c9896_2017-05-22,14.650
air_4481a87c1d7c9896_2017-05-23,15.463
air_4481a87c1d7c9896_2017-05-24,19.762
air_4481a87c1d7c9896_2017-05-25,17.381
air_4481a87c1d7c9896_2017-05-26,22.310
air_4481a87c1d7c9896_2017-05-27,26.048
air_4481a87c1d7c9896_2017-05-28,22.805
air_4481a87c1d7c9896_2017-05-29,14.650
air_4481a87c1d7c9896_2017-05-30,15.463
air_4481a87c1d7c9896_2017-05-31,19.762
air_452100f5305dde64_2017-04-23,0.000
air_452100f5305dde64_2017-04-24,5.743
air_452100f5305dde64_2017-04-25,5.900
air_452100f5305dde64_2017-04-26,5.351
air_452100f5305dde64_2017-04-27,4.763
air_452100f5305dde64_2017-04-28,4.897
air_452100f5305dde64_2017-04-29,6.725
air_452100f5305dde64_2017-04-30,0.000
air_452100f5305dde64_2017-05-01,5.743
air_452100f5305dde64_2017-05-02,5.900
air_452100f5305dde64_2017-05-03,5.351
air_452100f5305dde64_2017-05-04,4.763
air_452100f5305dde64_2017-05-05,4.897
air_452100f5305dde64_2017-05-06,6.725
air_452100f5305dde64_2017-05-07,0.000
air_452100f5305dde64_2017-05-08,5.743
air_452100f5305dde64_2017-05-09,5.900
air_452100f5305dde64_2017-05-10,5.351
air_452100f5305dde64_2017-05-11,4.763
air_452100f5305dde64_2017-05-12,4.897
air_452100f5305dde64_2017-05-13,6.725
air_452100f5305dde64_2017-05-14,0.000
air_452100f5305dde64_2017-05-15,5.743
air_452100f5305dde64_2017-05-16,5.900
air_452100f5305dde64_2017-05-17,5.351
air_452100f5305dde64_2017-05-18,4.763
air_452100f5305dde64_2017-05-19,4.897
air_452100f5305dde64_2017-05-20,6.725
air_452100f5305dde64_2017-05-21,0.000
air_452100f5305dde64_2017-05-22,5.743
air_452100f5305dde64_2017-05-23,5.900
air_452100f5305dde64_2017-05-24,5.351
air_452100f5305dde64_2017-05-25,4.763
air_452100f5305dde64_2017-05-26,4.897
air_452100f5305dde64_2017-05-27,6.725
air_452100f5305dde64_2017-05-28,0.000
air_452100f5305dde64_2017-05-29,5.743
air_452100f5305dde64_2017-05-30,5.900
air_452100f5305dde64_2017-05-31,5.351
air_45326ebb8dc72cfb_2017-04-23,23.073
air_45326ebb8dc72cfb_2017-04-24,17.049
air_45326ebb8dc72cfb_2017-04-25,10.400
air_45326ebb8dc72cfb_2017-04-26,14.667
air_45326ebb8dc72cfb_2017-04-27,14.619
air_45326ebb8dc72cfb_2017-04-28,14.442
air_45326ebb8dc72cfb_2017-04-29,24.698
air_45326ebb8dc72cfb_2017-04-30,23.073
air_45326ebb8dc72cfb_2017-05-01,17.049
air_45326ebb8dc72cfb_2017-05-02,10.400
air_45326ebb8dc72cfb_2017-05-03,14.667
air_45326ebb8dc72cfb_2017-05-04,14.619
air_45326ebb8dc72cfb_2017-05-05,14.442
air_45326ebb8dc72cfb_2017-05-06,24.698
air_45326ebb8dc72cfb_2017-05-07,23.073
air_45326ebb8dc72cfb_2017-05-08,17.049
air_45326ebb8dc72cfb_2017-05-09,10.400
air_45326ebb8dc72cfb_2017-05-10,14.667
air_45326ebb8dc72cfb_2017-05-11,14.619
air_45326ebb8dc72cfb_2017-05-12,14.442
air_45326ebb8dc72cfb_2017-05-13,24.698
air_45326ebb8dc72cfb_2017-05-14,23.073
air_45326ebb8dc72cfb_2017-05-15,17.049
air_45326ebb8dc72cfb_2017-05-16,10.400
air_45326ebb8dc72cfb_2017-05-17,14.667
air_45326ebb8dc72cfb_2017-05-18,14.619
air_45326ebb8dc72cfb_2017-05-19,14.442
air_45326ebb8dc72cfb_2017-05-20,24.698
air_45326ebb8dc72cfb_2017-05-21,23.073
air_45326ebb8dc72cfb_2017-05-22,17.049
air_45326ebb8dc72cfb_2017-05-23,10.400
air_45326ebb8dc72cfb_2017-05-24,14.667
air_45326ebb8dc72cfb_2017-05-25,14.619
air_45326ebb8dc72cfb_2017-05-26,14.442
air_45326ebb8dc72cfb_2017-05-27,24.698
air_45326ebb8dc72cfb_2017-05-28,23.073
air_45326ebb8dc72cfb_2017-05-29,17.049
air_45326ebb8dc72cfb_2017-05-30,10.400
air_45326ebb8dc72cfb_2017-05-31,14.667
air_4570f52104fe0982_2017-04-23,11.527
air_4570f52104fe0982_2017-04-24,5.102
air_4570f52104fe0982_2017-04-25,6.719
air_4570f52104fe0982_2017-04-26,8.262
air_4570f52104fe0982_2017-04-27,6.818
air_4570f52104fe0982_2017-04-28,11.909
air_4570f52104fe0982_2017-04-29,14.652
air_4570f52104fe0982_2017-04-30,11.527
air_4570f52104fe0982_2017-05-01,5.102
air_4570f52104fe0982_2017-05-02,6.719
air_4570f52104fe0982_2017-05-03,8.262
air_4570f52104fe0982_2017-05-04,6.818
air_4570f52104fe0982_2017-05-05,11.909
air_4570f52104fe0982_2017-05-06,14.652
air_4570f52104fe0982_2017-05-07,11.527
air_4570f52104fe0982_2017-05-08,5.102
air_4570f52104fe0982_2017-05-09,6.719
air_4570f52104fe0982_2017-05-10,8.262
air_4570f52104fe0982_2017-05-11,6.818
air_4570f52104fe0982_2017-05-12,11.909
air_4570f52104fe0982_2017-05-13,14.652
air_4570f52104fe0982_2017-05-14,11.527
air_4570f52104fe0982_2017-05-15,5.102
air_4570f52104fe0982_2017-05-16,6.719
air_4570f52104fe0982_2017-05-17,8.262
air_4570f52104fe0982_2017-05-18,6.818
air_4570f52104fe0982_2017-05-19,11.909
air_4570f52104fe0982_2017-05-20,14.652
air_4570f52104fe0982_2017-05-21,11.527
air_4570f52104fe0982_2017-05-22,5.102
air_4570f52104fe0982_2017-05-23,6.719
air_4570f52104fe0982_2017-05-24,8.262
air_4570f52104fe0982_2017-05-25,6.818
air_4570f52104fe0982_2017-05-26,11.909
air_4570f52104fe0982_2017-05-27,14.652
air_4570f52104fe0982_2017-05-28,11.527
air_4570f52104fe0982_2017-05-29,5.102
air_4570f52104fe0982_2017-05-30,6.719
air_4570f52104fe0982_2017-05-31,8.262
air_4579cb0669fd411b_2017-04-23,28.725
air_4579cb0669fd411b_2017-04-24,19.561
air_4579cb0669fd411b_2017-04-25,22.098
air_4579cb0669fd411b_2017-04-26,19.512
air_4579cb0669fd411b_2017-04-27,20.690
air_4579cb0669fd411b_2017-04-28,21.419
air_4579cb0669fd411b_2017-04-29,33.381
air_4579cb0669fd411b_2017-04-30,28.725
air_4579cb0669fd411b_2017-05-01,19.561
air_4579cb0669fd411b_2017-05-02,22.098
air_4579cb0669fd411b_2017-05-03,19.512
air_4579cb0669fd411b_2017-05-04,20.690
air_4579cb0669fd411b_2017-05-05,21.419
air_4579cb0669fd411b_2017-05-06,33.381
air_4579cb0669fd411b_2017-05-07,28.725
air_4579cb0669fd411b_2017-05-08,19.561
air_4579cb0669fd411b_2017-05-09,22.098
air_4579cb0669fd411b_2017-05-10,19.512
air_4579cb0669fd411b_2017-05-11,20.690
air_4579cb0669fd411b_2017-05-12,21.419
air_4579cb0669fd411b_2017-05-13,33.381
air_4579cb0669fd411b_2017-05-14,28.725
air_4579cb0669fd411b_2017-05-15,19.561
air_4579cb0669fd411b_2017-05-16,22.098
air_4579cb0669fd411b_2017-05-17,19.512
air_4579cb0669fd411b_2017-05-18,20.690
air_4579cb0669fd411b_2017-05-19,21.419
air_4579cb0669fd411b_2017-05-20,33.381
air_4579cb0669fd411b_2017-05-21,28.725
air_4579cb0669fd411b_2017-05-22,19.561
air_4579cb0669fd411b_2017-05-23,22.098
air_4579cb0669fd411b_2017-05-24,19.512
air_4579cb0669fd411b_2017-05-25,20.690
air_4579cb0669fd411b_2017-05-26,21.419
air_4579cb0669fd411b_2017-05-27,33.381
air_4579cb0669fd411b_2017-05-28,28.725
air_4579cb0669fd411b_2017-05-29,19.561
air_4579cb0669fd411b_2017-05-30,22.098
air_4579cb0669fd411b_2017-05-31,19.512
air_457efe8c3a30ea17_2017-04-23,4.280
air_457efe8c3a30ea17_2017-04-24,4.571
air_457efe8c3a30ea17_2017-04-25,4.610
air_457efe8c3a30ea17_2017-04-26,5.656
air_457efe8c3a30ea17_2017-04-27,6.422
air_457efe8c3a30ea17_2017-04-28,9.015
air_457efe8c3a30ea17_2017-04-29,5.296
air_457efe8c3a30ea17_2017-04-30,4.280
air_457efe8c3a30ea17_2017-05-01,4.571
air_457efe8c3a30ea17_2017-05-02,4.610
air_457efe8c3a30ea17_2017-05-03,5.656
air_457efe8c3a30ea17_2017-05-04,6.422
air_457efe8c3a30ea17_2017-05-05,9.015
air_457efe8c3a30ea17_2017-05-06,5.296
air_457efe8c3a30ea17_2017-05-07,4.280
air_457efe8c3a30ea17_2017-05-08,4.571
air_457efe8c3a30ea17_2017-05-09,4.610
air_457efe8c3a30ea17_2017-05-10,5.656
air_457efe8c3a30ea17_2017-05-11,6.422
air_457efe8c3a30ea17_2017-05-12,9.015
air_457efe8c3a30ea17_2017-05-13,5.296
air_457efe8c3a30ea17_2017-05-14,4.280
air_457efe8c3a30ea17_2017-05-15,4.571
air_457efe8c3a30ea17_2017-05-16,4.610
air_457efe8c3a30ea17_2017-05-17,5.656
air_457efe8c3a30ea17_2017-05-18,6.422
air_457efe8c3a30ea17_2017-05-19,9.015
air_457efe8c3a30ea17_2017-05-20,5.296
air_457efe8c3a30ea17_2017-05-21,4.280
air_457efe8c3a30ea17_2017-05-22,4.571
air_457efe8c3a30ea17_2017-05-23,4.610
air_457efe8c3a30ea17_2017-05-24,5.656
air_457efe8c3a30ea17_2017-05-25,6.422
air_457efe8c3a30ea17_2017-05-26,9.015
air_457efe8c3a30ea17_2017-05-27,5.296
air_457efe8c3a30ea17_2017-05-28,4.280
air_457efe8c3a30ea17_2017-05-29,4.571
air_457efe8c3a30ea17_2017-05-30,4.610
air_457efe8c3a30ea17_2017-05-31,5.656
air_464a62de0d57be1e_2017-04-23,26.268
air_464a62de0d57be1e_2017-04-24,18.537
air_464a62de0d57be1e_2017-04-25,19.488
air_464a62de0d57be1e_2017-04-26,21.190
air_464a62de0d57be1e_2017-04-27,20.214
air_464a62de0d57be1e_2017-04-28,23.442
air_464a62de0d57be1e_2017-04-29,30.714
air_464a62de0d57be1e_2017-04-30,26.268
air_464a62de0d57be1e_2017-05-01,18.537
air_464a62de0d57be1e_2017-05-02,19.488
air_464a62de0d57be1e_2017-05-03,21.190
air_464a62de0d57be1e_2017-05-04,20.214
air_464a62de0d57be1e_2017-05-05,23.442
air_464a62de0d57be1e_2017-05-06,30.714
air_464a62de0d57be1e_2017-05-07,26.268
air_464a62de0d57be1e_2017-05-08,18.537
air_464a62de0d57be1e_2017-05-09,19.488
air_464a62de0d57be1e_2017-05-10,21.190
air_464a62de0d57be1e_2017-05-11,20.214
air_464a62de0d57be1e_2017-05-12,23.442
air_464a62de0d57be1e_2017-05-13,30.714
air_464a62de0d57be1e_2017-05-14,26.268
air_464a62de0d57be1e_2017-05-15,18.537
air_464a62de0d57be1e_2017-05-16,19.488
air_464a62de0d57be1e_2017-05-17,21.190
air_464a62de0d57be1e_2017-05-18,20.214
air_464a62de0d57be1e_2017-05-19,23.442
air_464a62de0d57be1e_2017-05-20,30.714
air_464a62de0d57be1e_2017-05-21,26.268
air_464a62de0d57be1e_2017-05-22,18.537
air_464a62de0d57be1e_2017-05-23,19.488
air_464a62de0d57be1e_2017-05-24,21.190
air_464a62de0d57be1e_2017-05-25,20.214
air_464a62de0d57be1e_2017-05-26,23.442
air_464a62de0d57be1e_2017-05-27,30.714
air_464a62de0d57be1e_2017-05-28,26.268
air_464a62de0d57be1e_2017-05-29,18.537
air_464a62de0d57be1e_2017-05-30,19.488
air_464a62de0d57be1e_2017-05-31,21.190
air_465bddfed3353b23_2017-04-23,29.317
air_465bddfed3353b23_2017-04-24,24.500
air_465bddfed3353b23_2017-04-25,26.073
air_465bddfed3353b23_2017-04-26,27.683
air_465bddfed3353b23_2017-04-27,28.667
air_465bddfed3353b23_2017-04-28,37.744
air_465bddfed3353b23_2017-04-29,37.884
air_465bddfed3353b23_2017-04-30,29.317
air_465bddfed3353b23_2017-05-01,24.500
air_465bddfed3353b23_2017-05-02,26.073
air_465bddfed3353b23_2017-05-03,27.683
air_465bddfed3353b23_2017-05-04,28.667
